,Season,Sprinkler,Rain,Wet,Slippery
7697,Summer,1,0,1,0
7698,Autumn,0,1,1,1
7699,Winter,0,0,0,1
7700,Summer,1,0,1,1
7701,Autumn,1,0,1,1
7702,Autumn,0,1,1,1
7703,Spring,0,0,0,0
7704,Summer,1,0,1,1
7705,Spring,0,0,0,0
7706,Autumn,0,1,1,0
7707,Winter,0,0,0,0
7708,Spring,0,1,1,1
7709,Spring,1,1,1,1
7710,Spring,1,0,1,1
7711,Spring,1,1,1,1
7712,Winter,0,0,0,1
7713,Summer,1,0,1,1
7714,Summer,1,0,1,1
7715,Autumn,1,1,1,1
7716,Autumn,0,1,1,1
7717,Winter,0,0,0,0
7718,Autumn,0,1,1,1
7719,Summer,1,0,1,1
7720,Summer,1,1,1,1
7721,Autumn,0,1,1,1
7722,Winter,0,0,0,0
7723,Summer,1,0,1,1
7724,Winter,0,0,0,0
7725,Spring,0,1,1,1
7726,Spring,0,1,1,1
7727,Summer,1,0,1,1
7728,Summer,1,0,1,1
7729,Autumn,0,1,1,1
7730,Winter,0,0,0,0
7731,Winter,0,0,0,0
7732,Summer,1,0,1,1
7733,Summer,1,0,1,0
7734,Summer,1,1,1,1
7735,Autumn,0,1,1,1
7736,Autumn,1,1,1,1
7737,Autumn,0,1,1,1
7738,Summer,1,0,1,1
7739,Autumn,0,1,1,1
7740,Spring,1,0,1,1
7741,Summer,1,0,1,1
7742,Spring,0,0,0,0
7743,Summer,0,0,0,0
7744,Summer,0,0,0,0
7745,Autumn,0,1,1,0
7746,Winter,0,1,1,1
7747,Summer,1,1,1,1
7748,Summer,1,0,1,1
7749,Summer,1,0,1,1
7750,Autumn,1,1,1,1
7751,Autumn,1,0,1,1
7752,Spring,0,1,1,1
7753,Winter,0,0,0,0
7754,Summer,1,1,1,1
7755,Spring,0,0,0,0
7756,Autumn,0,1,1,0
7757,Spring,0,0,0,0
7758,Autumn,0,1,1,1
7759,Spring,0,0,0,0
7760,Summer,1,0,1,1
7761,Autumn,0,0,0,0
7762,Spring,0,0,0,0
7763,Spring,1,1,1,1
7764,Summer,1,0,1,1
7765,Spring,1,0,1,1
7766,Summer,1,0,1,1
7767,Winter,0,0,0,0
7768,Spring,0,0,0,0
7769,Spring,1,0,1,1
7770,Summer,1,0,1,1
7771,Summer,1,1,1,1
7772,Winter,0,0,0,0
7773,Spring,0,1,1,1
7774,Spring,0,1,1,1
7775,Autumn,1,1,1,1
7776,Spring,0,1,1,1
7777,Autumn,0,1,1,1
7778,Winter,0,0,0,0
7779,Spring,0,0,0,0
7780,Winter,0,0,0,0
7781,Winter,0,0,0,0
7782,Spring,1,0,1,1
7783,Autumn,0,1,1,1
7784,Autumn,1,1,1,1
7785,Summer,1,0,1,1
7786,Winter,0,0,0,0
7787,Winter,0,1,1,1
7788,Autumn,0,1,1,1
7789,Autumn,1,1,1,1
7790,Summer,0,0,0,0
7791,Winter,0,1,1,1
7792,Winter,0,0,0,0
7793,Autumn,0,0,0,0
7794,Winter,0,0,0,0
7795,Spring,1,0,1,1
7796,Autumn,0,1,1,1
7797,Winter,0,0,0,1
7798,Spring,0,1,1,1
7799,Winter,0,1,1,1
7800,Autumn,0,0,0,0
7801,Spring,0,0,0,0
7802,Summer,1,0,1,1
7803,Autumn,0,1,1,1
7804,Spring,1,0,1,1
7805,Autumn,0,1,1,1
7806,Summer,0,0,0,0
7807,Winter,0,0,0,0
7808,Summer,0,0,0,0
7809,Autumn,0,1,1,1
7810,Summer,0,1,1,1
7811,Spring,0,1,1,1
7812,Spring,0,0,0,0
7813,Autumn,0,1,1,1
7814,Summer,0,0,0,0
7815,Summer,1,0,1,1
7816,Spring,0,1,1,1
7817,Spring,1,0,1,1
7818,Summer,1,0,1,0
7819,Spring,0,0,0,0
7820,Winter,0,1,1,1
7821,Autumn,0,1,1,1
7822,Winter,0,0,0,0
7823,Autumn,0,0,0,0
7824,Autumn,0,1,1,1
7825,Autumn,1,0,1,0
7826,Autumn,0,1,1,1
7827,Winter,0,0,0,1
7828,Spring,1,1,1,1
7829,Spring,1,0,1,1
7830,Autumn,1,0,1,1
7831,Summer,0,0,0,0
7832,Spring,1,0,1,1
7833,Summer,0,0,0,0
7834,Spring,0,1,1,1
7835,Winter,0,0,0,0
7836,Autumn,0,0,0,0
7837,Winter,0,1,1,1
7838,Winter,0,1,1,1
7839,Autumn,0,1,1,1
7840,Summer,1,1,1,1
7841,Summer,1,0,1,1
7842,Winter,0,0,0,0
7843,Autumn,1,1,1,1
7844,Autumn,0,1,1,1
7845,Autumn,1,1,1,1
7846,Summer,1,0,1,0
7847,Summer,1,0,1,0
7848,Spring,0,0,0,0
7849,Autumn,1,1,1,1
7850,Spring,1,1,1,1
7851,Winter,0,0,0,0
7852,Spring,1,0,1,1
7853,Winter,0,0,0,0
7854,Winter,0,0,0,0
7855,Winter,0,0,0,0
7856,Summer,0,0,0,0
7857,Autumn,0,1,1,1
7858,Winter,0,1,1,1
7859,Summer,1,0,1,1
7860,Autumn,0,1,1,1
7861,Autumn,1,1,1,1
7862,Spring,0,0,0,0
7863,Winter,0,0,0,0
7864,Spring,1,1,1,1
7865,Winter,0,0,0,0
7866,Spring,0,0,0,0
7867,Summer,1,1,1,1
7868,Summer,1,1,1,1
7869,Winter,0,1,1,1
7870,Summer,0,0,0,0
7871,Spring,1,0,1,1
7872,Summer,0,0,0,0
7873,Winter,0,0,0,0
7874,Winter,0,0,0,0
7875,Autumn,0,0,0,0
7876,Winter,0,0,0,0
7877,Autumn,0,1,1,1
7878,Winter,0,0,0,0
7879,Autumn,1,0,1,1
7880,Summer,0,1,1,1
7881,Summer,0,0,0,0
7882,Summer,0,0,0,0
7883,Autumn,0,1,1,1
7884,Summer,1,0,1,1
7885,Autumn,1,1,1,1
7886,Autumn,1,0,1,1
7887,Autumn,0,1,1,1
7888,Autumn,0,1,1,1
7889,Autumn,0,1,1,0
7890,Spring,0,1,1,1
7891,Autumn,1,0,1,0
7892,Summer,1,0,1,1
7893,Summer,1,1,1,1
7894,Spring,0,0,0,0
7895,Autumn,1,1,1,1
7896,Spring,0,1,1,1
7897,Summer,1,0,1,1
7898,Winter,0,0,0,0
7899,Autumn,0,1,1,1
7900,Spring,0,0,0,0
7901,Spring,1,1,1,1
7902,Autumn,0,0,0,0
7903,Spring,0,0,0,0
7904,Spring,0,1,1,0
7905,Winter,0,1,1,0
7906,Spring,1,1,1,1
7907,Winter,0,0,0,0
7908,Spring,0,1,1,1
7909,Spring,0,1,1,1
7910,Winter,0,0,0,0
7911,Autumn,0,0,0,1
7912,Winter,0,0,0,0
7913,Spring,0,0,0,0
7914,Winter,0,0,0,0
7915,Spring,1,1,1,1
7916,Autumn,0,1,1,1
7917,Autumn,1,1,1,1
7918,Summer,1,0,1,0
7919,Summer,1,0,1,1
7920,Winter,0,1,1,1
7921,Autumn,0,1,1,1
7922,Spring,1,0,1,1
7923,Autumn,0,0,0,0
7924,Spring,1,1,1,1
7925,Summer,1,1,1,1
7926,Autumn,1,1,1,1
7927,Spring,1,0,1,1
7928,Spring,0,0,0,0
7929,Winter,0,0,0,0
7930,Autumn,0,1,1,1
7931,Summer,1,1,1,1
7932,Spring,0,1,1,1
7933,Winter,0,1,1,1
7934,Winter,0,0,0,0
7935,Autumn,0,0,0,0
7936,Spring,0,0,0,0
7937,Spring,0,0,0,0
7938,Autumn,0,1,1,0
7939,Autumn,0,1,1,1
7940,Winter,0,0,0,0
7941,Autumn,0,1,1,1
7942,Autumn,0,0,0,0
7943,Spring,0,1,1,1
7944,Autumn,1,1,1,1
7945,Winter,0,0,0,1
7946,Spring,1,1,1,1
7947,Spring,0,0,0,1
7948,Summer,1,0,1,1
7949,Winter,0,0,0,0
7950,Autumn,0,1,1,1
7951,Autumn,0,1,1,1
7952,Summer,1,0,1,1
7953,Autumn,0,1,1,0
7954,Summer,1,0,1,1
7955,Summer,1,1,1,1
7956,Spring,1,0,1,1
7957,Spring,0,0,0,0
7958,Spring,0,0,0,0
7959,Summer,1,0,1,1
7960,Spring,0,0,0,0
7961,Summer,1,0,1,1
7962,Summer,1,0,1,1
7963,Winter,0,0,0,0
7964,Winter,0,0,0,0
7965,Autumn,1,1,1,1
7966,Summer,1,0,1,1
7967,Winter,0,0,0,0
7968,Autumn,1,0,1,1
7969,Autumn,1,1,1,1
7970,Autumn,0,1,1,1
7971,Autumn,0,1,1,1
7972,Spring,0,0,0,0
7973,Winter,0,0,0,1
7974,Autumn,1,1,1,1
7975,Spring,0,0,0,0
7976,Winter,0,0,0,0
7977,Winter,0,1,1,0
7978,Summer,1,0,1,1
7979,Autumn,0,1,1,1
7980,Autumn,0,1,1,1
7981,Spring,1,1,1,0
7982,Summer,1,0,1,1
7983,Spring,0,0,0,0
7984,Spring,1,0,1,1
7985,Summer,0,0,0,0
7986,Summer,1,0,1,1
7987,Summer,1,0,1,1
7988,Winter,0,0,0,0
7989,Summer,0,0,0,0
7990,Spring,0,1,1,1
7991,Autumn,0,0,0,0
7992,Winter,0,0,0,0
7993,Winter,0,1,1,1
7994,Summer,0,1,1,1
7995,Winter,0,0,0,0
7996,Spring,0,1,1,1
7997,Winter,0,0,0,0
7998,Winter,0,0,0,0
7999,Winter,0,1,1,1
8000,Winter,0,0,0,1
8001,Summer,1,0,1,1
8002,Spring,0,0,0,1
8003,Autumn,0,1,1,1
8004,Summer,0,0,0,0
8005,Summer,1,0,1,1
8006,Autumn,1,0,1,1
8007,Winter,0,0,0,0
8008,Winter,0,0,0,0
8009,Winter,0,0,0,0
8010,Summer,1,0,1,1
8011,Summer,1,0,1,1
8012,Winter,0,0,0,0
8013,Summer,1,1,1,1
8014,Autumn,0,1,1,1
8015,Summer,1,0,1,1
8016,Summer,1,0,1,1
8017,Autumn,1,1,1,1
8018,Autumn,0,1,1,1
8019,Autumn,0,1,1,1
8020,Winter,0,1,1,1
8021,Autumn,0,1,1,1
8022,Summer,0,0,0,0
8023,Autumn,0,1,1,0
8024,Winter,0,1,1,1
8025,Winter,0,1,1,1
8026,Winter,0,1,1,1
8027,Autumn,0,1,1,1
8028,Summer,1,0,1,0
8029,Winter,0,0,0,0
8030,Spring,0,1,1,1
8031,Autumn,1,1,1,0
8032,Winter,0,0,0,1
8033,Winter,0,1,1,1
8034,Winter,0,0,0,0
8035,Winter,0,0,0,0
8036,Summer,1,1,1,1
8037,Summer,1,0,1,0
8038,Autumn,0,1,1,1
8039,Winter,0,0,0,0
8040,Winter,0,1,1,1
8041,Autumn,0,1,1,1
8042,Autumn,1,0,1,1
8043,Autumn,0,1,1,1
8044,Winter,0,0,0,0
8045,Winter,0,1,1,1
8046,Autumn,0,1,1,1
8047,Winter,0,0,0,0
8048,Spring,0,1,1,1
8049,Summer,0,1,1,1
8050,Autumn,0,0,0,0
8051,Spring,1,0,1,1
8052,Summer,1,0,1,1
8053,Winter,0,0,0,0
8054,Summer,1,1,1,1
8055,Spring,0,1,1,1
8056,Summer,1,1,1,1
8057,Summer,0,0,0,0
8058,Winter,0,0,0,0
8059,Summer,1,0,1,1
8060,Summer,1,0,1,1
8061,Spring,0,1,1,1
8062,Spring,0,1,1,1
8063,Winter,0,0,0,0
8064,Autumn,0,0,0,0
8065,Winter,0,1,1,1
8066,Summer,0,0,0,0
8067,Winter,0,0,0,0
8068,Autumn,0,1,1,1
8069,Spring,0,0,0,0
8070,Summer,0,0,0,0
8071,Winter,0,1,1,1
8072,Summer,0,0,0,0
8073,Winter,0,1,1,1
8074,Spring,0,1,1,1
8075,Autumn,0,1,1,1
8076,Spring,0,0,0,0
8077,Summer,1,0,1,1
8078,Spring,1,1,1,1
8079,Winter,0,0,0,0
8080,Autumn,0,1,1,1
8081,Winter,0,0,0,0
8082,Autumn,0,1,1,1
8083,Spring,0,1,1,1
8084,Summer,1,0,1,1
8085,Spring,1,1,1,1
8086,Autumn,1,1,1,1
8087,Autumn,0,1,1,1
8088,Winter,0,0,0,0
8089,Spring,0,1,1,1
8090,Autumn,0,1,1,1
8091,Autumn,1,0,1,1
8092,Autumn,0,1,1,0
8093,Autumn,0,0,0,0
8094,Spring,0,0,0,0
8095,Spring,1,0,1,1
8096,Spring,0,1,1,1
8097,Winter,0,1,1,0
8098,Winter,0,0,0,0
8099,Spring,0,0,0,0
8100,Summer,0,0,0,0
8101,Summer,1,0,1,1
8102,Winter,0,0,0,0
8103,Spring,0,0,0,0
8104,Autumn,1,1,1,1
8105,Summer,0,0,0,0
8106,Summer,1,0,1,1
8107,Winter,0,0,0,1
8108,Spring,1,0,1,1
8109,Winter,0,0,0,0
8110,Winter,0,0,0,0
8111,Winter,0,1,1,1
8112,Winter,0,0,0,1
8113,Autumn,0,0,0,0
8114,Winter,0,1,1,1
8115,Winter,0,0,0,0
8116,Autumn,0,0,0,1
8117,Autumn,0,1,1,0
8118,Autumn,0,0,0,0
8119,Summer,1,0,1,1
8120,Winter,0,0,0,0
8121,Autumn,0,1,1,1
8122,Spring,0,0,0,0
8123,Autumn,0,0,0,0
8124,Spring,1,1,1,1
8125,Spring,1,1,1,1
8126,Winter,0,0,0,0
8127,Winter,0,0,0,0
8128,Spring,0,1,1,1
8129,Summer,1,0,1,1
8130,Autumn,0,0,0,0
8131,Winter,0,0,0,0
8132,Spring,1,0,1,1
8133,Spring,0,0,0,0
8134,Spring,0,1,1,1
8135,Spring,0,1,1,1
8136,Winter,0,0,0,0
8137,Autumn,0,0,0,1
8138,Winter,0,0,0,1
8139,Winter,0,0,0,0
8140,Winter,0,0,0,1
8141,Winter,0,0,0,0
8142,Autumn,0,1,1,1
8143,Autumn,0,1,1,0
8144,Winter,0,0,0,0
8145,Autumn,0,0,0,0
8146,Autumn,0,0,0,0
8147,Winter,0,1,1,1
8148,Summer,1,0,1,1
8149,Winter,0,1,1,1
8150,Summer,1,0,1,1
8151,Autumn,0,0,0,0
8152,Autumn,0,0,0,0
8153,Autumn,1,1,1,1
8154,Autumn,1,1,1,1
8155,Summer,0,0,0,0
8156,Winter,0,0,0,0
8157,Summer,0,0,0,0
8158,Autumn,1,0,1,1
8159,Autumn,1,0,1,1
8160,Spring,0,1,1,1
8161,Autumn,0,0,0,0
8162,Summer,1,0,1,0
8163,Spring,0,0,0,0
8164,Summer,1,0,1,1
8165,Summer,1,0,1,1
8166,Autumn,1,0,1,1
8167,Winter,0,0,0,0
8168,Winter,0,1,1,1
8169,Spring,1,0,1,1
8170,Autumn,0,1,1,1
8171,Spring,1,1,1,1
8172,Summer,0,1,1,1
8173,Spring,0,0,0,0
8174,Winter,0,0,0,1
8175,Winter,0,0,0,0
8176,Autumn,0,1,1,1
8177,Spring,0,0,0,0
8178,Summer,1,0,1,1
8179,Autumn,0,1,1,1
8180,Summer,1,0,1,1
8181,Spring,0,0,0,0
8182,Winter,0,0,0,0
8183,Spring,0,0,0,0
8184,Autumn,1,1,1,1
8185,Spring,0,0,0,0
8186,Winter,0,0,0,0
8187,Spring,0,0,0,0
8188,Winter,0,0,0,0
8189,Spring,1,1,1,1
8190,Winter,0,0,0,0
8191,Summer,1,1,1,1
8192,Winter,0,0,0,0
8193,Winter,0,1,1,1
8194,Spring,1,0,1,1
8195,Winter,0,0,0,0
8196,Spring,0,1,1,1
8197,Spring,1,0,1,1
8198,Spring,0,1,1,1
8199,Spring,1,1,1,1
8200,Autumn,0,1,1,1
8201,Summer,0,0,0,0
8202,Autumn,0,1,1,1
8203,Winter,0,1,1,1
8204,Spring,0,0,0,1
8205,Autumn,1,1,1,1
8206,Winter,0,1,1,0
8207,Summer,1,0,1,1
8208,Spring,0,1,1,0
8209,Summer,1,1,1,1
8210,Summer,1,1,1,1
8211,Summer,1,0,1,1
8212,Autumn,0,1,1,1
8213,Spring,0,0,0,0
8214,Summer,1,1,1,1
8215,Summer,1,1,1,1
8216,Autumn,1,1,1,1
8217,Spring,1,1,1,1
8218,Summer,1,0,1,1
8219,Summer,0,0,0,0
8220,Spring,0,0,0,0
8221,Autumn,1,0,1,1
8222,Summer,0,1,1,1
8223,Autumn,1,1,1,1
8224,Spring,0,1,1,1
8225,Spring,1,0,1,0
8226,Summer,0,1,1,1
8227,Winter,0,1,1,1
8228,Spring,0,1,1,1
8229,Winter,0,0,0,0
8230,Winter,0,0,0,0
8231,Summer,1,0,1,1
8232,Spring,0,0,0,0
8233,Winter,0,0,0,0
8234,Summer,1,0,1,1
8235,Summer,0,0,0,0
8236,Spring,1,0,1,1
8237,Spring,0,1,1,1
8238,Autumn,1,0,1,0
8239,Spring,1,0,1,1
8240,Autumn,0,1,1,0
8241,Autumn,0,1,1,1
8242,Summer,1,0,1,1
8243,Winter,0,0,0,0
8244,Summer,1,0,1,0
8245,Summer,1,0,1,1
8246,Summer,1,0,1,0
8247,Summer,1,0,1,1
8248,Summer,1,0,1,1
8249,Winter,0,0,0,0
8250,Spring,0,1,1,1
8251,Winter,0,1,1,0
8252,Winter,0,0,0,0
8253,Winter,0,0,0,0
8254,Winter,0,1,1,1
8255,Winter,0,0,0,0
8256,Summer,1,0,1,1
8257,Spring,0,1,1,1
8258,Winter,0,0,0,0
8259,Winter,0,0,0,1
8260,Spring,0,0,0,0
8261,Summer,1,0,1,0
8262,Autumn,0,0,0,0
8263,Autumn,1,1,1,1
8264,Winter,0,0,0,0
8265,Summer,1,1,1,1
8266,Summer,1,0,1,1
8267,Autumn,1,0,1,1
8268,Spring,1,0,1,1
8269,Winter,0,0,0,0
8270,Spring,0,1,1,1
8271,Spring,1,1,1,1
8272,Winter,0,0,0,0
8273,Winter,0,0,0,0
8274,Winter,0,0,0,0
8275,Spring,0,1,1,1
8276,Spring,1,1,1,1
8277,Summer,1,1,1,0
8278,Summer,1,0,1,1
8279,Winter,0,0,0,0
8280,Spring,1,0,1,1
8281,Autumn,0,0,0,0
8282,Winter,0,0,0,0
8283,Summer,1,0,1,1
8284,Winter,0,1,1,1
8285,Spring,1,0,1,1
8286,Autumn,0,1,1,1
8287,Autumn,1,1,1,1
8288,Autumn,0,1,1,1
8289,Spring,0,1,1,1
8290,Autumn,0,1,1,1
8291,Summer,1,0,1,1
8292,Autumn,0,1,1,1
8293,Winter,0,0,0,0
8294,Summer,1,1,1,1
8295,Autumn,0,0,0,0
8296,Autumn,1,1,1,1
8297,Autumn,1,0,1,1
8298,Autumn,0,1,1,1
8299,Autumn,0,1,1,1
8300,Summer,1,1,1,1
8301,Spring,0,1,1,1
8302,Autumn,0,0,0,0
8303,Spring,0,1,1,1
8304,Autumn,0,0,0,0
8305,Spring,1,1,1,1
8306,Autumn,0,1,1,1
8307,Spring,1,0,1,1
8308,Autumn,0,1,1,1
8309,Autumn,0,1,1,1
8310,Spring,1,1,1,1
8311,Summer,1,0,1,1
8312,Winter,0,1,1,1
8313,Spring,1,0,1,1
8314,Spring,0,1,1,1
8315,Autumn,0,1,1,1
8316,Spring,0,1,1,1
8317,Spring,1,1,1,1
8318,Summer,1,0,1,1
8319,Winter,0,1,1,1
8320,Summer,1,0,1,1
8321,Autumn,1,1,1,0
8322,Winter,0,0,0,0
8323,Summer,1,0,1,1
8324,Winter,0,0,0,0
8325,Spring,1,1,1,1
8326,Spring,0,0,0,1
8327,Summer,0,0,0,0
8328,Summer,1,0,1,1
8329,Summer,1,0,1,0
8330,Winter,0,0,0,0
8331,Summer,1,0,1,1
8332,Autumn,0,1,1,1
8333,Summer,0,0,0,0
8334,Summer,1,0,1,0
8335,Summer,1,0,1,1
8336,Summer,1,0,1,1
8337,Autumn,0,1,1,1
8338,Summer,1,0,1,1
8339,Summer,1,0,1,1
8340,Winter,0,0,0,0
8341,Spring,1,0,1,1
8342,Autumn,0,1,1,1
8343,Winter,0,0,0,0
8344,Summer,1,0,1,1
8345,Autumn,1,0,1,1
8346,Summer,1,1,1,1
8347,Winter,0,0,0,0
8348,Autumn,0,1,1,1
8349,Spring,1,1,1,1
8350,Autumn,0,1,1,1
8351,Autumn,1,1,1,1
8352,Summer,1,0,1,0
8353,Autumn,1,1,1,1
8354,Winter,0,1,1,1
8355,Autumn,0,1,1,1
8356,Autumn,0,1,1,1
8357,Winter,0,0,0,0
8358,Spring,0,0,0,0
8359,Autumn,0,0,0,0
8360,Winter,0,1,1,1
8361,Winter,0,0,0,0
8362,Winter,0,0,0,0
8363,Spring,0,1,1,1
8364,Summer,0,0,0,0
8365,Autumn,1,1,1,1
8366,Spring,1,1,1,1
8367,Spring,0,0,0,0
8368,Autumn,1,1,1,1
8369,Spring,0,1,1,1
8370,Summer,0,1,1,0
8371,Winter,0,0,0,0
8372,Winter,0,0,0,0
8373,Winter,0,0,0,0
8374,Summer,1,0,1,1
8375,Spring,0,0,0,0
8376,Summer,1,0,1,1
8377,Autumn,0,0,0,0
8378,Spring,1,0,1,1
8379,Autumn,0,1,1,1
8380,Summer,1,0,1,1
8381,Spring,1,0,1,1
8382,Spring,0,0,0,0
8383,Spring,0,1,1,1
8384,Summer,1,0,1,1
8385,Spring,0,0,0,1
8386,Autumn,1,0,1,1
8387,Spring,1,1,1,1
8388,Winter,0,1,1,0
8389,Autumn,1,0,1,1
8390,Spring,0,0,0,0
8391,Summer,1,0,1,1
8392,Autumn,0,1,1,1
8393,Winter,0,0,0,0
8394,Winter,0,0,0,0
8395,Autumn,1,1,1,1
8396,Winter,0,1,1,1
8397,Winter,0,0,0,0
8398,Autumn,1,0,1,1
8399,Summer,1,0,1,1
8400,Autumn,0,1,1,0
8401,Autumn,0,1,1,1
8402,Summer,0,0,0,0
8403,Autumn,0,1,1,1
8404,Winter,0,0,0,0
8405,Winter,0,1,1,1
8406,Winter,0,0,0,0
8407,Summer,1,0,1,1
8408,Autumn,1,1,1,1
8409,Summer,1,1,1,1
8410,Spring,0,0,0,0
8411,Autumn,0,0,0,0
8412,Spring,1,0,1,1
8413,Summer,0,0,0,0
8414,Autumn,1,1,1,1
8415,Autumn,0,1,1,1
8416,Summer,1,0,1,1
8417,Autumn,0,0,0,1
8418,Summer,1,0,1,0
8419,Spring,0,0,0,0
8420,Summer,1,0,1,1
8421,Autumn,0,1,1,1
8422,Spring,0,1,1,1
8423,Autumn,0,0,0,0
8424,Spring,0,1,1,1
8425,Autumn,1,0,1,1
8426,Spring,1,1,1,1
8427,Winter,0,0,0,0
8428,Spring,0,0,0,0
8429,Winter,0,0,0,0
8430,Winter,0,0,0,1
8431,Autumn,0,0,0,0
8432,Spring,1,1,1,1
8433,Autumn,0,1,1,1
8434,Winter,0,0,0,0
8435,Summer,1,1,1,1
8436,Spring,0,0,0,0
8437,Autumn,0,0,0,0
8438,Spring,0,1,1,1
8439,Summer,1,0,1,1
8440,Spring,0,1,1,1
8441,Summer,1,0,1,1
8442,Summer,1,0,1,1
8443,Autumn,0,1,1,0
8444,Winter,0,0,0,1
8445,Winter,0,0,0,0
8446,Autumn,0,1,1,1
8447,Spring,0,0,0,0
8448,Autumn,0,1,1,1
8449,Winter,0,1,1,1
8450,Winter,0,0,0,0
8451,Winter,0,0,0,0
8452,Spring,0,1,1,1
8453,Winter,0,0,0,0
8454,Spring,0,0,0,0
8455,Winter,0,1,1,1
8456,Spring,0,1,1,1
8457,Winter,0,0,0,0
8458,Winter,0,0,0,0
8459,Summer,1,0,1,1
8460,Spring,1,0,1,1
8461,Autumn,0,1,1,0
8462,Spring,0,1,1,1
8463,Summer,0,1,1,1
8464,Autumn,0,0,0,0
8465,Spring,1,0,1,1
8466,Winter,0,0,0,0
8467,Winter,0,0,0,0
8468,Summer,1,0,1,1
8469,Summer,1,0,1,1
8470,Summer,1,1,1,1
8471,Spring,0,1,1,1
8472,Winter,0,0,0,0
8473,Summer,1,0,1,0
8474,Winter,0,0,0,0
8475,Summer,1,0,1,1
8476,Spring,0,0,0,0
8477,Winter,0,1,1,0
8478,Winter,0,1,1,1
8479,Winter,0,0,0,0
8480,Spring,0,0,0,0
8481,Autumn,0,1,1,0
8482,Spring,0,1,1,1
8483,Spring,0,1,1,1
8484,Summer,1,0,1,0
8485,Summer,0,0,0,0
8486,Autumn,0,1,1,1
8487,Spring,0,1,1,1
8488,Summer,0,0,0,0
8489,Autumn,0,0,0,0
8490,Autumn,0,1,1,1
8491,Autumn,0,1,1,0
8492,Autumn,0,1,1,1
8493,Summer,0,0,0,0
8494,Winter,0,0,0,0
8495,Spring,0,1,1,1
8496,Autumn,1,1,1,1
8497,Summer,0,0,0,0
8498,Autumn,0,0,0,1
8499,Summer,1,0,1,1
8500,Autumn,0,1,1,1
8501,Spring,0,1,1,1
8502,Spring,1,1,1,1
8503,Summer,1,0,1,0
8504,Spring,0,1,1,0
8505,Spring,0,1,1,1
8506,Summer,1,0,1,1
8507,Winter,0,1,1,1
8508,Winter,0,0,0,0
8509,Summer,1,0,1,1
8510,Spring,1,1,1,1
8511,Summer,0,0,0,0
8512,Winter,0,1,1,1
8513,Spring,0,0,0,0
8514,Winter,0,0,0,0
8515,Spring,1,1,1,1
8516,Winter,0,0,0,0
8517,Autumn,0,1,1,1
8518,Winter,0,0,0,0
8519,Autumn,0,1,1,1
8520,Winter,0,1,1,1
8521,Winter,0,0,0,0
8522,Winter,0,1,1,0
8523,Autumn,0,1,1,1
8524,Winter,0,0,0,0
8525,Summer,1,0,1,1
8526,Spring,1,0,1,1
8527,Spring,0,0,0,0
8528,Summer,0,0,0,0
8529,Summer,1,0,1,1
8530,Summer,1,0,1,1
8531,Spring,0,1,1,0
8532,Spring,1,1,1,0
8533,Winter,0,0,0,0
8534,Winter,0,0,0,0
8535,Spring,0,0,0,0
8536,Summer,1,0,1,0
8537,Summer,0,0,0,0
8538,Spring,0,0,0,0
8539,Spring,1,0,1,1
8540,Winter,0,0,0,0
8541,Autumn,0,0,0,0
8542,Summer,1,0,1,1
8543,Autumn,1,1,1,1
8544,Summer,1,1,1,1
8545,Spring,0,0,0,0
8546,Spring,1,0,1,1
8547,Spring,0,0,0,0
8548,Autumn,1,0,1,1
8549,Spring,0,1,1,1
8550,Spring,0,1,1,1
8551,Autumn,1,0,1,1
8552,Winter,0,0,0,1
8553,Spring,1,0,1,1
8554,Spring,0,0,0,0
8555,Spring,0,1,1,1
8556,Winter,0,0,0,0
8557,Spring,0,1,1,1
8558,Winter,0,0,0,0
8559,Spring,1,1,1,1
8560,Summer,1,0,1,1
8561,Spring,0,1,1,1
8562,Spring,0,1,1,1
8563,Summer,0,0,0,0
8564,Autumn,1,1,1,1
8565,Winter,0,1,1,1
8566,Winter,0,1,1,1
8567,Autumn,0,1,1,1
8568,Autumn,0,1,1,1
8569,Spring,0,0,0,0
8570,Winter,0,1,1,1
8571,Summer,1,0,1,1
8572,Spring,0,1,1,1
8573,Summer,1,0,1,0
8574,Winter,0,0,0,0
8575,Autumn,0,1,1,1
8576,Autumn,1,0,1,1
8577,Winter,0,0,0,0
8578,Summer,1,0,1,1
8579,Spring,0,0,0,0
8580,Spring,0,0,0,0
8581,Winter,0,0,0,0
8582,Autumn,0,1,1,1
8583,Spring,0,1,1,1
8584,Spring,0,0,0,0
8585,Spring,1,1,1,1
8586,Summer,0,0,0,0
8587,Spring,0,1,1,1
8588,Spring,0,0,0,0
8589,Autumn,0,1,1,1
8590,Autumn,0,0,0,0
8591,Winter,0,0,0,0
8592,Summer,1,0,1,1
8593,Summer,1,0,1,0
8594,Spring,0,1,1,1
8595,Autumn,0,1,1,1
8596,Spring,0,1,1,1
8597,Winter,0,0,0,0
8598,Autumn,0,1,1,1
8599,Winter,0,0,0,0
8600,Summer,1,1,1,1
8601,Spring,1,0,1,1
8602,Spring,0,0,0,0
8603,Autumn,1,1,1,1
8604,Autumn,0,1,1,1
8605,Autumn,0,1,1,1
8606,Autumn,1,1,1,1
8607,Spring,0,0,0,0
8608,Spring,1,0,1,1
8609,Summer,0,0,0,0
8610,Summer,1,0,1,1
8611,Summer,1,0,1,1
